Title,Review,Rating
Awesome,Nice phone in this badget.,5
Not recommended at all,Camara not good spekar not good,1
Moderate,Charging very slow.,2
Really Nice,Good 👍 mobile,4
Wonderful,Nice,5
Does the job,Nice phone look and price too good,3
Classy product,Value for money product,5
Excellent,Love you Flipkart,5
Classy product,Nice phone,5
Worth the money,Smart,4
Not recommended at all,Many issues in this product,1
Nice product,Value for money phone,4
Just okay,Overall at this budget good phoy,3
Great product,Osm good,5
Highly recommended,Except camera quality everything is quiet awesome,5
Just wow!,Excellent,5
Worth the money,Infinixhot12play is value for money but camera quality is not good please update and fix the camera team infinix overall mobile is good display is good battery good,4
Terrific purchase,Good response,5
Good choice,Good,4
Brilliant,"The mobile is awesome and worth every penny, GREAT PERFORM",5
Terrific,Good product 👌,5
Brilliant,Best 👍👌,5
Worth every penny,Best Quality Infinix Smartphone By Flipkart Shopping Cart,5
Brilliant,Very good,5
Perfect product!,Super mobile 😉🍬,5
Super!,Good,5
Decent product,Good products,3
Value-for-money,Best budget phone,4
Value-for-money,Best phone in value money,4
Terrific,Good,5
Very Good,Awesome 👍,4
Nice product,Nice battery packup,4
Super!,Best Phone For Norma Use Go for it Without 2nd Taught,5
Just wow!,"Amazing phone in this price thanks Flifkart 😁😁😁

👌👌👌👌",5
Brilliant,Super mobile,5
Waste of money!,Very bad,1
Perfect product!,Superb phone,5
Fabulous!,Good one,5
Value-for-money,Awesome phone,4
Terrific,Wae,5
Not good,Bad product,2
Hated it!,Very bad,1
Perfect product!,Great Deal,5
Terrific,Very nice at the price. Don't know about longevity.,5
Worth the money,Apart from camera everything is top notch especially the performance.,4
Best in the market!,All features are Very good according by device price,5
Does the job,"Camera is not batter than Infinix hot 8 / other same Megapixels Camera....very bad

Speaker Sound is little /bad not perfect

Overall...my experience with Infinix hot 12 play is 3 star/5star",3
Mind-blowing purchase,Super,5
Not good,Battery draining fastly but there is 6000 mAh battery battery backup is 5-6 hours. Only,2
Delightful,Nice product,4
Pretty good,Value for money,4
Brilliant,Very nice phone Infinix hot 12 play,5
Awesome,"Simply great. price,look,performance,awesome product at lowest price.should buy this one!",5
Wonderful,Lovely,4
Very Good & Budget Phone Under 10K,"This is a very premium looking mobile with large display without any notch.... Despite of HD+ display it looks very vibrant... Very good for multimedia consumption... Has a huge battery provides you long duration battery backup... Processor is quite capable for gaming, not recommend for hardcore gamers .... Having only 10W charger takes longer time to get charge than expected.... Weakest point associated with the device is it's camera output both front and rear... Not get heated too much whil...
READ MORE",4
Terrific purchase,Superb battery and overall very nice phone in this range value.,5
Don't waste your money,Very bad mobile,1
Wonderful,Worth it,4
Must buy!,Awesome,5
Very Good,Mobile very good condition and battery backup is fine camera low quality display good and value for money very good guys buy this phone and enjoy...,4
Wonderful,Super,4
Must buy!,Good product,5
Perfect product!,Good fhone,5
Pretty good,Value for money,4
Good quality product,"Value of money
Good quality
Good product",4
Good choice,Good,4
Simply awesome,Battery is too good camra ok ok in this price range performance is to good 😊,5
Brilliant,Best mobile,5
Worth the money,"Good product under this segment made for normal day to day usage.
But product delivery too late even after giving expected delivery date . Hope flipkart look into this matter",4
Just wow!,Nice phone in this range,5
Wonderful,Nice budget phone but camera quality was poor,5
Wonderful,"Nice mobile
I like it.
Camera not good
but Overall ,Ek no👌👌👌",4
Worth every penny,Very nice,5
Absolute rubbish!,"Heating problem
Battery ends in 4-5 hrs only
Fake features
Please dont buy",1
Best in the market!,Ok,5
Terrific,Nice,5
Wonderful,Nice phone,5
Wonderful,"Really really impress me
So is the best smartphone
Luking smartphone phone
Good",4
Highly recommended,Very good Mobile Thanks Flipkart,5
Worthless,Bad product after bye not replace,1
Worth every penny,Good best price phone,5
Wonderful,"Superb fabulous..,",5
Great product,Good vrk 👍,5
Just okay,Mobile Is good but camera is bad not as expected,3
Best in the market!,Value for money good product I am very haapy,5
Really Nice,Very nice 👍👍👍 Budget Phone 🤳🤳🤳📱📱📱,4
Awesome product from Infinix,"Awesome product from Infinix. I am impressed at RAM where it is offered 4gb ram + 3gb ram virtual. No heating from phone. This is much better than Redmi, Vivo, Samsung etc. A tons of thanks to flipkart. I would suggest these phone.",5
Wonderful,Very good phone,5
Nice product,Everything is good but charger be heated over mobile connect for charging.,4
Perfect product!,Very good,5
Good,Battery Backup Soo Good & More Powerful. But Camera & Display Clarity Average,3
Must buy!,Phone is good.but camara is bad,5
Classy product,Ok,5
Mind-blowing purchase,NICE PHONE,5
Best in the market!,Nice product 👍,5
Must buy!,"Nice phone
Like it",5
Awesome,Good quality value for money,5
Super!,Very good,5
Really Nice,Good phone,4
Fabulous!,Nice!,5
Good choice,Good,4
Brilliant,Ok,5
Really Nice,"It's good phone.
Low budget excellent 👍
Pls improve fast charging and camera quality",4
Does the job,Worst battery experience,3
Wonderful,Good,5
Super!,Good,5
Just wow!,Good product,5
Terrific,Very good product,5
Must buy!,It's is very good mobile,5
Perfect product!,Good phone 📱,5
Must buy!,"Very attractive and value for money.
And it's Made in India as well.
Hurry..",5
Must buy!,Very good 👍,5
Value-for-money,Lovely phone ❤️❤️❤️❤️📱,4
Great product,It's a good deal 👍,5
Perfect product!,Brilliant phone,5
Perfect product!,"Awesome
super mobile
In this price",5
Does the job,Was ok...but call notification and other notification are shown in display board near about 20 or 25 seconds around..this is not good,3
Mind-blowing purchase,Best game like ff in low price,5
Could be way better,"Not good, its hanging fully , i felt like local Mobile, not satisfied",2
Mind-blowing purchase,Very nice product,5
Wonderful,Better,5
Not recommended at all,Camera is very poor quality and sound vibrated during calls.,1
Bad quality,Sonud not clear....,2
Wonderful,Good,5
Simply awesome,"This Mobile Phone 📱 Is Very Very Nice
Price
I Am Very Happy",5
Did not meet expectations,Not good product,1
Excellent,Nice,5
Really Nice,Very good phone in this price,4
Highly recommended,NYC mobile,5
Fair,Take too much time to full charge,3
Simply awesome,Super prise,5
Highly recommended,Good,5
Awesome,"Overall good phone
Call volume is bit low
The camera is decent in this price and it has front flash.
Perfomance is good
Ui is smooth and responsive
Design is good for the price
Battery is very good but it takes time to charge
Punch hole display looks nice",5
Simply awesome,Good product best quality,5
Wonderful,Nice,4
Simply awesome,"I have use this mobile after some day
Mobile is good but camera quality not good
Battery good.
Display is good",5
Very Good,Good,4
Good choice,Bast product value for money,4
Horrible,Do not like camera.,1
Delightful,Nice performance,4
Nice,Camera quality very poor,3
Very Good,"at this price range this mobile is good ... camera is slightly less better ,,, battery life not so good.. fast charging not support... display quality not bad not so good .... ...",4
Highly recommended,Complete value for money device. Never expected such good performance from this phone. Yet so quick like a good mid range mobile. Display is good as so as the battery. Punch hole display looks rich! For day to day normal usage this phone is perfect. Go for it!,5
Decent product,Very fine,3
Good,"Camera quality is very bad due to processor being T610, the phone's camera does not support even 13MP properly, it is a useless phone😌👍",3
Worth the money,Nice product 👌,4
Brilliant,Very good phone.,5
Very Good,Good,4
Fabulous!,Very nice phone in budgets,5
Awesome,Very nice,5
Classy product,Best Phone,5
Highly recommended,Nyc products,5
Wonderful,Okay,5
Pretty good,Budget phone with require features.,4
Nice product,Awesome product,4
Delightful,Good product under 9k,4
Highly recommended,Ok,5
Perfect product!,Very good phone,5
Terrific purchase,Allover good performance.,5
Nice,Camera is below to my expectations,3
Wonderful,Excellent,5
Terrific purchase,Super 12play❤️❤️❤️,5
Simply awesome,Nice 👍👍👍👍,5
Nice product,"Phone is good ...felt a slight lag may b due to some new school functions. Old school functions should hc been an extra option. Brought this phone for dad who is not used to swiping from right to left to go back function. Those functions should had been as option.

Rest phone is good and better value for money.
For thise who are not aware there is a seperate sd card tray option which was not mentioned while buying. Good to see manufacturers still giving these options. Not aware till how muc...
READ MORE",4
Terrific purchase,"Camera is okey
But phone performance is good
Battery 🔋 very good",5
Wonderful,Good product,4
Fair,Nice,3
Excellent,"Best best budget phone in the market, go for it without any hesitation, no negative point with this price range. Last infinix should give proper updates then it will become beast in all budget range phones.",5
Absolute rubbish!,Waste mobile infinix hot 12 pay,1
Worth the money,Good,4
Classy product,Value for money awesome handset,5
Awesome,Is the best,5
Could be way better,Cannot connect with printer 🖨️ through wifi Direct ... Speed is not expected ..,2
Very Good,Top quality product in this price TQ infinix and flip cart,4
Mind-blowing purchase,Nice,5
Great product,Value for money,5
Simply awesome,Awesom phone,5
Classy product,Superb phone.,5
Best in the market!,"Very nice
Thanks Infiniti
Very nice mobile
That's amazing",5
Just okay,Naice products,3
Awesome,In this price range its fabulous phone,5
Good choice,Super,4
Terrific,Food,5
Nice,Value for money,3
Just wow!,This phone only looking best but very bad in india,5
Pretty good,Good,4
Highly recommended,Good infinix hot 12 piay,5
Perfect product!,Happy,5
Not good,Sound quality is very bad,2
Nice product,Value for money,4
Must buy!,"The best I bought in recent times. Battery best, camera features best, camera quality is great in this prive segment . Phone is smooth to operate. Light in weight , biiigggg screen best to watch movies etc. Low on budget ..high on performance",5
Super!,Budget wise fantastic🌼,5
Very Good,Good mobile Budget mobile,4
Worth every penny,"Best mobile under 9k
U should accuire for big display and good design",5
Terrific purchase,Good infinix,5
Pretty good,Good 👍 prafomens,4
Simply awesome,Amazing,5
Mind-blowing purchase,Good product,5
Nice,"Camera quality is low and author performance is good
Aftar 7 days use phone then sum henge and hit problem.",3
Excellent,Worth for money. It's good one,5
Mind-blowing purchase,Exlenet mobile thnku you infinix,5
Good quality product,Its a very good mobile in this price. But camera quality is not satisfactory.,4
Nice product,Super,4
Worth the money,Very good,4
Really Nice,It's ok,4
Terrific,Awesome,5
Fabulous!,.very nice fone,5
Best in the market!,Nice,5
Expected a better product,Avg Smartphone,2
Best in the market!,Very excellent pies good work,5
Very Good,Nyc Phone Under low budget,4
Perfect product!,Very nice performance amazing phone.,5
Awesome,Awesome phone in this price.,5
Mind-blowing purchase,Very nice mobile 👌👌👌👌🏽👌🏽👌🏽👌🏽,5
Just wow!,Don't think jusk buy any dout,5
Excellent,"Must BY
Really Good configuration phone in this price range.",5
Worth every penny,Chief amount best product,5
Delightful,Phone is very good but camera is not good battery backup is very very good.display is simple quality.,4
Just okay,Battery.. Big display,3
Perfect product!,Verry Good mobaile,5
Worth every penny,So beautiful sir,5
Really Nice,Good at this price range. Valuable product 👌👌♥️,4
Not good,"display, and battery avrege good . But mike not good very poor frequency",2
Simply awesome,Nice,5
Best in the market!,Good product,5
Decent product,Heating problem,3
Value-for-money,"Except a little lack of secondary speaker, it's great.",4
Classy product,Very Nice product,5
Perfect product!,Nice mobile,5
Classy product,Nice mobile infinix,5
Nice,Good budget phone,3
Just okay,This is very good product,3
Worth every penny,Nice and good,5
Best in the market!,Overall beast in this budget. Only issue i face with infinix Hot 12 play is slow charging. Rather than i love this mobile,5
Best in the market!,Low budget very good mobile,5
Decent product,Good,3
Worth the money,Nice mobile love you infinx,4
Decent product,But in this phone data is not working,3
Excellent,Nice product....,5
Classy product,Nice,5
Perfect product!,Good mobile,5
Simply awesome,Very good phone,5
Very Good,Nice,4
Best in the market!,"Good product
Value for money",5
Wonderful,Nice,5
Worth every penny,It is best mobile for students,5
Brilliant,Nice product,5
Very poor,Very bad quality phone battery & over heating the battery,1
Classy product,Very nice mobile,5
Just okay,Goods,3
Nice,Some times audio not functioning and over heating the phone.,3
Just wow!,Best budget phone .,5
Good quality product,Very nice,4
Expected a better product,"Battery 6000 mah just for name only,
Sound quality poor in both call and loud speaker.",2
Must buy!,Best budget phone.,5
Nice product,"Best comfortable mobile and we'll product
And faster delivery from flipcart ,,🥳",4
Brilliant,Nice 👍🙂 budget phone 📱,5
Utterly Disappointed,Very Bad Mobile,1
Good,"Value for money
sound quality very poor
camera average
display awesome
operating system mind-blowing
looks gorgeous
very good mobile in the budget

i think this is very god product",3
Good,Phone is good but camera quality poor,3
Must buy!,Not bad,5
Classy product,Best budget mobile,5
Terrific,Best gaming phone under 10k,5
Not recommended at all,Font camara super back camara dont like,1
Awesome,"Awesome product
Love it",5
Terrific purchase,Nice one,5
Pretty good,Good,4
Value-for-money,Low cost and high quality product,4
Value-for-money,Good,4
Terrific,Good product,5
Very Good,Pesa vasul,4
Must buy!,"Good product
I love",5
Mind-blowing purchase,Good,5
Just wow!,Good,5
Best in the market!,In this price the superb phone 📱📱,5
Worthless,Bad phone,1
Wonderful,Excellent 👌👌👌👌,4
Value-for-money,TT his smartphone is awesome but camera is not good average camera.,4
Worth the money,Good stuff,4
Perfect product!,It is good for normal use,5
Don't waste your money,Very bed,1
Perfect product!,Super.. Mind-blowing futures..,5
Best in the market!,Very Good mobile my mom is happy I buy for mom,5
Classy product,"Thanks infinix hot 12 play nice phone ,and profomas",5
Best in the market!,Nice phone,5
Fabulous!,Every things of the mobile is very good but the charger capacity is low for it's heavy battery. Need at least 18 watt charger.,5
Mind-blowing purchase,Grateful,5
Mind-blowing purchase,Good,5
Brilliant,"Value for money
This range Is good Phone",5
Worth every penny,Very best product,5
Simply awesome,Excellent mobile,5
Fabulous!,Good,5
Terrific purchase,Very good,5
Great product,"Don't for the barnd like REDMI, REALME if your budget is within 10k. Infinix is ""cheap and best"" in quality and performance.
*It's the BEST phone under 10k budget.
*Camera is better than any REALME or REDMI within such budget. 4/5 rating for camera.
*Touch experience is awesome.
*Display will enrich you with smooth experience.
*Network connection and internet speed is quite fast.
*Look and style is attractive.
*Battery 🔋 performance is amaze you. No other phone can compete with this one.

Fi...
READ MORE",5
Worth the money,"Budget mobile..Who want less budget and allrounder mobile,go to this mobile 📲📲📲📲📲",4
Wonderful,"Nice look phone
It's better price for I got it",4
Pretty good,Value for money,4
Decent product,Speaker and camera is not good,3
Very Good,"Camera is low quality but this phone is best . Thank
you infinix company for your good product.",4
Mind-blowing purchase,"This is the best smartphone under 10k
Battery backup is great , display is good , camera is little good but not the very best

This is value for money Phone",5
Simply awesome,"Nice phone, guys buy it
Battery - Super
Camera - Good
Processor - nice 😊😊",5
Super!,Good phone 📱🙂🙂🙂,5
Really Nice,"BETTER THAN CHINESE PHONES!!( I'm MI user)

PROS:good colorfull display sAmoled display 90Hz refresh rate gives smooth handling😌

🔋 Battery life is Awesome....I'm heavy user I fully charge the battery at morning,at end of the day it's come to 57% (I do not play games....but I watch YouTube and internet surfing)

Even though it's come with 15w⚡charger.....it will charges your phone with pretty fast...I'm surprised 😮

Camera is good enough for this price range.....you have options l...
READ MORE",4
Must buy!,"This is fantastic smartphone.

I used this phone from 3 month's and felt good to bought it. Helio G80 is a good processor so, easily done my day to day task. Fornt Camera as well as selfie camera quality is quite decent And this phone last long almost 2 days on full charge.",5
Super!,"It's my first smartphone and I am very happy because it gives me very nice features and I think it is very helpful for my studies because I am a student.
If you are a student then you must buy it.
It's awesome.",5
Worth every penny,Nice phone who only want samsung only.... No redmi vi vo oppo... Nice camera.... And very fast as it is using 90 Htz refresh rate.,5
Superb Budget Mobile with Timely Delivery by Flipkart,I was a REDMI/ OPPO/ VIVO USER first Time using Samsung Phone Super Budget Phone in the range using 6GB/128 Variant .... this is awesome mobile Back Camera Side Sensor everything is fine Thank You Flipkart for Timely Delivery,5
Samsung Galaxy F22 6GB 128GB,"I have used this mobile - Samsung F22 6GB 128GB variant for last 24 hours, below are my pros & cons

Pros -
Way better than Redmi Note 10 in terms of quality.
sAmoled display Samsung is very Good with display quality.
Quick response to unlock side mounted finger print button.
Call reception is Good, didn't have any sorts of problem while speaking.
Camera/Video is Good for this price range.
Back panel doesn't leave any sorts of finger print while holding the mobile.
Well balanced weight of ...
READ MORE",4
Decent product,"Value for money. I am using a Samsung phone for the first time. Switched from Redmi Note 8 pro to this phone because my old phone has radiation issues and I could feel the pain while using it. Till now I don't know how this phone will react, because Redmi started giving me problems after a year. Besides that I was satisfied with Redmi. Galaxy F22 is also a good choice.

Pros-
1. Good battery backup
2. Nice display
3. Interesting OS. Quite neat and quick. I was a fan of MI's OS. I found this ...
READ MORE",3
Go for it!,"Nice phone in the Sub 15K category.
Pros:
Overall design and build. Weight of the phone is balanced and is at correct size and width.
Smooth UI 3.0 and side finger print activation is responsive.
Adaptive brightness works good.
Very nice camera and features.
Big battery that can last for a day and half on normal usage.
Call connectivity options.
Knox security and updates.

Cons:
Display is HD+. Although Amoled+90Hz still FHD would have been better.
Sound is good but not the best speakers.
Be...
READ MORE",4
Just wow!,"Very nice product
Good camera, awesome battery, nice design, good performance, very good display.
Everything is good
Thank you samsung and flipkart for this wonderful product",5
Super!,Super fast delivery. Avoid negative review. This mobile is best in this price segment. HD super amoled panel is nice at this price. Camera is awesome. This is third samsung mobile I have buy in my family. I really frustrated of using those Chinese mobiles. Other brands provide good hardware but worst software.,5
Mind-blowing purchase,Best smartphone in this price. Could be best if on screen fingerprint sensor was provided. Loved the camera and best thing is the battery life is amazing.,5
Brilliant,"Very good phone for the price. Good display, battery , specs, performance, main camera. Average selfie camera. Fingerprint sensor is fast and sensitive but side mounted. Security updates could be more frequent.",5
Perfect product!,"Camera clarity is super...
But I use s9 plus before
Can't compare with it..s9 plus have only 12 m.p dual cam..but it is awesome
Using flash images are yellowish
No other complaints
Volume buttons sounds feeling like a low quality product
Speaker is average
Battery is awesome
Total look this phone is amazing comparing with other brands like OPPO vivo redmi

See my click using flash...",5
Utterly Disappointed,"Please don't buy this mobile
After 5 day use touchpad not work properly
And some app not work properly",1
Best in the market!,"Battery is good in this phone you will get 1 or 1.5 days Battery backup.. performance is good as per this price range, display is also good, camera is also good...
Overall best phone in this price range by Samsung..",5
Pretty good,"Honestly, i was never a Samsung user and this time i intentionally wanted to buy Samsung phone. After having done some research i think, i can say i did the right thing when i purchased this mobile. Battery backup is amazing, camara night mode is just wow, display too looks elegant. So all n all, if you Looking for economical phone then its a must buy. It indeed meets your needs. Go for it",4
F22 - Fantastic 22!!,"F22 - Fantastic 22!! Yes, great phone for a less price. Good camera quality and other features too. I can recommend others to buy it.",5
Mind-blowing purchase,"Nice phone in this price range
Of course not much more but u will get average results
For those who want memory and speed will love it
But other features like camera, display, battery,gaming etc. You cannot under estimate.
A full cycle of 100% battery will give u appx.2 days battery life.
Camera is avg. But give u satisfied results.
Processor also up to mark .
I fully recommend this phone to those who does not want to expend much more .
This phone will give u exact what u want",5
Perfect product!,"Pros:
1. Amoled display which gives always on display options and colour enhancement
2. Battery is super amazing. 2 days backup if normal user.
3 well optimisation of software and hardware
4. Knox lite version at this price range
5. One ui core is amazing.
6. Network good but would be better if provided carrier aggregation
7. No lag
8.sould quality crystal clear
9. Back camera ..best According to price
Real camera ..not too good but also not too worst
10. Side mounted finger

Cons
1....
READ MORE",5
Decent product,"Review after 2 months of usage..!
Camera result is just ok..
Front camera is better than rear camera ..
U can't zoom in 48 p
Nokia 5.1 plus is better compare to Samsung f22
Battery is awesome...
Easy fast charging
Performance is good..
Display smooth and sensitive.
No Hanging problem..",3
Wonderful,"Very nice phone in mid budget. Better than other brands in the same range. Samsung rocks. Strict korean standard in terms of everything Samsung manufactures like the 360 degree roof ac, the sound bar and the great uhd and qled range of tvs",5
Wonderful,"Good for common user's some where I feel that the display could have been better like the resolution disappointed and the single speaker 🔊 Not sufficient 🤨 still over All good in its price segment

Thank you Flipkart And Sams",4
Awesome,I'm a big fan of SAMSUNG. Most of the electronics products in our home are from Samsung. It's a brand of quality and durability.It is far better than that of the Chinese brands. It has many advance features. Among them I like the always on display feature most. Thank you both Flipkart and Samsung.Its an honest review.,5
Best in the market!,"Great phone, great UI, very smooth touchscreen response, no hanging issues, very far WiFi range than other Chinese phones, clear and crisp videos for online school and for great music entertainment, gaming performance too is very good than category average... 😍👌",5
Super!,"The best smart phone in mid-range... Amazing performance , amazing photos, the battery is also large.. latest android os... and the fingerprint sensor is very fast.. unlocks in less than 1 sec... the colour is also pretty fine... overall it's worth it's price and must buy if budget is mid range... no ads like that in Chinese phones..",5
Wonderful,"Excellent mobile whe you upgrade after 2 or 3 years from Android phone. Overall worth for the price.

Digital well-being feature is awesome but my old phone automatically shutdown on the set time. This one feature is missing in this phone. Instead it makes the screen black and white. After all there is an option to turn this off.
When the phone is off there is no quick option to operate mobile and hence makes the mind to goto sleep.",4
Just wow!,"Awesome smartphone by Samsung..... Value for money...Good display, Good Battery Performance, Excellent Camera and best user interface .....",5
Excellent,You feel F22 is little heavy in weight if you are a user of realme but battery backup is superb of this phone. Other hidden features like AOD and others make it a interesting device. My only con is weight of this phone.,5
Fabulous!,"Very Good phone for Daily users and Casual Gamers it so smooth and the super Amoled display is just great and the Battery and the Camera are also great.
If anyone is looking for a Camera, battery and display centric phone this is the best you can get at this price range.",5
Wonderful,"Product is good , back camera is very good, & front camera is ok ok .
and battery backup also good .
overall product is nice .",4
Simply awesome,"Best buy in this price range, lovely back up, nice performance, sexy look when in hands, comfortable in hands , display also nice could be better if full hdplus amoled still not bad it's nice in this price range, speaker also nice good sound with only one speaker, nice fast charging but slightly adapter is heating while charging anyways it's manageable..
So go for it it's perfect 4g and budget handset has everything",5
Best in the market!,"Cost worth mobile with hi end spec.
Only thing selfi cam to get improve on further update.
Superb user interface with performance
Sleek design and handy in size
Sound effect nice and as in standard quality.",5
Terrific,"Nice buy . Writing after using 1 week , camera is good , battery life is great last 1.5 day , performance is good. Good buy at this price",5
Great product,"If you clearly know the specifications which the device offers, then most probably this device is going to satisfy your expectations.

Highlights-
1.battery backup is great. I'm an above average user (doesn't play pubg, outdoor use so the brightness will be set to the end of the blue bar.) and i only charge this device only once in two days.

2.90hz refreshing rate of the display makes my interactions smoother it is a satisfactory experience.

3.actually you don't have to use the power butt...
READ MORE",5
Classy product,"Bought this mobile after using my previous mobile for more than 3yrs. My primary use is for calls, msg, web browsing, social media and occasional games. I needed net connection all day. With this phone, I could get all my needs fulfilled. I use jio and bsnl. Both offer fast and uninterrupted connectivity. Browsing, download and upload speeds excellent. Call quality and loudness great. Speaker volume and clarity good. Connects seamlessly to my Bluetooth headset. Boot up and using apps are a ...
READ MORE",5
Great product,"Good phone at this price range. I like this phone very much.
Battery capacity is good enough to hold charge for two days with normal usage and doesn't face any heating problem. I like some default apps which is very good to use.
Only problem I faced was sometimes screen turns on during a call, even when you hold the phone close to your face, but not often.
Overall I am satisfied and i will recommend, if you are looking for a decent phone for normal long term usage.",5
Excellent,"Best in this price segment, awesome camera, awesome battery, 90 hz refresh rate, and more than this it is not a Chinese product.",5
Fabulous!,Overall the build quality of the product is good. Camera is decent and the display feels pretty smooth and immersive. The battery will last for more than two days on an average use.,5
Classy product,At this price samsung launch the best model .Battery backup is nice ..every quality is good ..awesome product ..auto call recording facility also very good ...clear voice catch ...,5
Perfect product!,"Best in this range. Just go for it. It was so reliable and smooth display 90htz with amoled screen. Front camera is good in this price segment, back camera is also decent. Battery 6000 like monster 👹 big thumb up .",5
Highly recommended,"Amazing purchase for my son!

My son is in college and we were looking for 15k range phones.
This one stands out definitely. Screen display, camera, sound, battery back up, look wise, sturdy and stylish.
We love this phone.",5
Must buy!,"Best phone at this price range.
Camera is so osam.
High touch display.
Full hd screen.
Quick response touch.
Long Lasting battery backup.
Get easy charge.
There is type c pin which is too good.
Large ram with expandable upto 1 tb of rom.
According to me this is my first phone and best phone
Thanks to you flipkart.
Love from 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",5
Fabulous!,"For all those who are saying phone hangs etc, I would say it's not true. Phone is amazing and almost equivalent to samsung galaxy s20 plus features as I was using this phone feature. Camera is decent and the best part is the battery backup. I am not a heavy game user but watches lot of movies and still battery has never come down below 40%. Overall value for money.",5
Samsung F22 is Best !,"I recently purchased this newly launched Samsung F22 smartphone from flipkart. I was looking for a all rounder smartphone priced under 15000 rupess which is suitable for attending Online classed for my student. This Samsung Galaxy F22 smartphone is best value for money smartphone with great processor, great camera, great battery life and great display. The over all performance of this smartphone is very good. The build quality of this phone is excellent. Thanks flipkart for delivering it on t...
READ MORE",5
Perfect product!,"One of the best mid range phone with great camera quality, display and battery performance. Battery is the USP of this phone and camera is equally good for a phone of 10k-20k range. As usual of No compromise with display.
Overall a great buy",5
Highly recommended,"It's like literally value for money I totally recommend it you should buy it without any doubt if your budget it tight. Because it's camera is ok not that great but yes it's good, it's battery is awesome and it takes around 3 hrs to full charge ik it's a lot but it runs around 9hrs of onscreen time and that's so good. Overall it's a great phone and a value for money product.",5
Super!,"I got it for my Father. He liked it. The performance has been so far good. Good battery backup, no lagging, easy to hold, not at all bulky. Overall a great product from Samsung.",5
Fabulous!,Good 👍,5
Very Good,Great mobile in this price. Display is brilliant and camera quality also nice. Battery backup is good. Overall it's a excellent mobile.,4
Wonderful,"Over all mobile good I'm giving 4 /5
Because mobile charger very small one

Samsung please arrange some good chargers as well",4
Just wow!,Good product for minimal usage,5
Super!,Thanks flipkart,5
Fabulous!,I take phone 2 months before I review. Phone is awesome. Camera @ battery backup superb 👌,5
Terrific purchase,I just give it to my wifee ..she liked it.by the way she loved chinese food only. Image shows Gorilla Glass required.,5
Really Nice,Good 👍👍,4
Good quality product,Nice product...👍👍,4
Mind-blowing purchase,Very good at this price from the brand SAMSUNG,5
Awesome,Very nice mobile in this cost,5
Great product,"Speaker loudness is Ok okz
Display 8 /10
Performance 7/10 (no lag, no ads best experience)
Battery life 10/10
Look 7/10",5
Awesome,Great camera and great phone,5
Value-for-money,"Good in that price. Camera is better than mi mobile of same range. Compared to f41 display clarity, its little bit blurry.",4
Good choice,"Camera - 4
Performance - 4
Display - 4
Battery - 5
Value for money - 5

Overall superb in this budget..",4
Great product,Verry good product,5
Awesome,Best value for money phone In this price range,5
Perfect product!,Superb,5
Worth every penny,Very nice picture good mobile,5
Good quality product,4gb-128gb. Phone is ok.I am using it from last 72 hours. But having heat problem during charging. Needless pre-installed apps. Camera is good in this price tag.,4
Delightful,I GIVE IT 4.5 POINT BECAUSE THE CHARGER WIRE IS SO SMALL & ALSO THICK. OTHERWISE PHONE IS BEST IN THIS PRICE,4
Excellent,"Very good phone
Camera is awesome",5
Wonderful,Best budget phone,5
Just wow!,"Very good Samsung galaxy f22
Awesome camera battery pack up everything good",5
Terrific,Overall good,5
Worth every penny,Good quality,5
Nice product,"Nice product, best phone in this price",4
Simply awesome,The best... Good choice if your budget is under 15k.. U will get 20k mobile specification in this range.. F22 is the best choice to go.. Display is awsm..,5
Excellent,This phone is nice !!.,5
Delightful,Good mobile at this budget,4
Brilliant,"Samsung phone Awesome💞👌😘📱📱📱
Camera_ perfect👍👍",5
Worth every penny,"Battery is good.
Camera so awesome picture quality
Every things are good.
I am happy 😊 😃 😀",5
Great product,Good mobile Thanks for Samsung team,5
Terrific,Nice phone,5
Worst experience ever!,"Very Poor Sound Quality. Ringtone has very low Volume. And Flipkart not accepting Return. My Suggestion for All, Please Don't buy Mobile from Flipkart.",1
Simply awesome,Full on blockbuster phone.,5
Good,Nice,3
Nice,Camera is very bad,3
Nice product,Very good,4
Great product,Good,5
Terrific purchase,Best camera,5
Worth the money,"After 20 days of use my opinion.
Samsung improves quality of product
Camera quality is good.
Battery life is fantastic.",4
Did not meet expectations,Very poor from flipkart..the delivery guy was talking using very bad language,1
Very Good,Its ok ok deal ..you will get what you are expecting in that price..,4
Brilliant,Good camera and display,5
Simply awesome,Samsung phone Awesome 👌,5
Terrific purchase,Battery backup 5 🌟 vary good 👍 product battery 🔋 full using me 16 hours,5
Pretty good,Camera's Superb Selfe and Back camera nice👍👍👍👌👌👌👌,4
Awesome,Very good product. Battery life is too good but full charge takes one and half hrs. Camera also good,5
Perfect product!,Very nice device and great value for money. Only con is its heavy due to presence of a bigger battery.,5
Just okay,I like this smartphone,3
Excellent,"Giving a review after a full day's use of 6GB/128GB Denim Black variant of F22

Pros...

1) Good processor with speed
2) Excellent 6000mah battery
3) 6Gb/128Gb at 13400 net
4) 90hz separate display option
5) Fingerprint sensor is smooth

Cons...

1) Display is average
2) Same body as M32
3) Camera is average
4) No Front Camera Flash
5) No headphone supplied",5
